Date,asset_return,asset_name,price_eur,HICP,HICP_YoY,HICP_MoM,HICP_12m_avg,high_inflation,roll_corr_12m
2024-11-30,0.0849584164610492,VUSA,106.8996353149414,98.36,2.234694938156112,-0.3242805026347883,2.3950113515339893,0,0.15371676673123133
2024-12-31,-0.0026102752807701,VUSA,106.62059783935548,98.71,2.4281415378229587,0.3558357055713612,2.355320530228705,1,0.11994442094744442
2025-01-31,0.0316673911760128,VUSA,109.99699401855467,98.43,2.499218994064356,-0.2836592037280816,2.333519223821816,1,0.04608014470509447
2025-02-28,-0.0369851249097799,VUSA,105.92874145507812,98.85,2.29742316050916,0.4266991770801365,2.310910367677358,0,-0.0014729271074054868
2025-03-31,-0.0905635663669418,VUSA,96.33545684814452,99.46,2.1674370826913147,0.6170966110268017,2.290779721314216,0,0.08385639315869571
2025-04-30,-0.0520675691803859,VUSA,91.31950378417967,100.02,2.1550403431723097,0.5630404182586091,2.2743597262168773,0,0.14538310396293844
2025-05-31,0.0678923724855735,VUSA,97.51940155029295,99.96,1.864873127483957,-0.0599880023995247,2.2172740934173336,0,-0.03190581365167647
2025-06-30,0.0156916766878711,VUSA,99.04964447021484,100.26,1.9627783992677728,0.3001200480192256,2.1723536061190947,0,-0.19376232635859747
2025-07-31,0.0606622615516803,VUSA,105.05821990966795,100.28,2.0142421159715207,0.019948134849379,2.1254170361284443,0,-0.22844109526876558
2025-08-31,-0.0107809688333299,VUSA,103.92559051513672,100.42,2.0217413390226424,0.1396090945352979,2.1139958097098583,0,-0.20564303258837932
2025-09-30,0.0288115280469043,VUSA,106.91984558105467,100.52,2.21679886109416,0.0995817566221912,2.154768495049995,1,-0.19779553672169298
2025-10-31,0.0462726443568157,VUSA,111.8673095703125,100.73,2.0774219700040453,0.2089136490250664,2.1616509891050257,0,-0.20262660227580312
2025-11-30,-0.0049545539857946,VUSA,111.31305694580078,100.44,2.114680764538424,-0.2878983421026548,2.151649807970218,0,-0.28206161404217106
2025-12-31,-0.0048408416023961,VUSA,110.77420806884766,100.62,1.9349609968595027,0.1792114695340574,2.110551429556597,0,-0.25967443980237165
2026-01-31,-0.0032503415947645,VUSA,110.41415405273438,100.04,1.635680178807264,-0.576426157821508,2.038589861618506,0,-0.3649330219163746
2026-02-28,-0.0028906447145161,VUSA,110.09498596191406,100.7,1.8715225088518084,0.6597361055577844,2.0030981406470603,0,-0.2645471653317337
2026-03-31,-0.0384394163143425,VUSA,105.86299896240234,101.98,2.5336818821636964,1.2711022840119268,2.033618540603092,1,-0.3349006913869772
2026-04-30,0.0943105830887507,VUSA,115.84700012207033,103.02,2.9994001199760145,1.0198078054520332,2.103981855336734,1,0.32499700202104764
